#				
#   VizieR Astronomical Server vizier.u-strasbg.fr				
#    Date: 2021-04-23T06:47:17 [V1.99+ (14-Oct-2013)]				
#   In case of problem, please report to:	cds-question@unistra.fr			
#				
#				
#Coosys	J2000:	eq_FK5 J2000		
#INFO	votable-version=1.99+ (14-Oct-2013)			
#INFO	-ref=VIZ60826c0f15d4da			
#INFO	-out.max=9999			
#INFO	queryParameters=9			
#-oc.form=dec				
#-out.max=9999				
#-nav=cat:J/AJ/159/60&tab:{J/AJ/159/60/table1}&key:source=J/AJ/159/60/table1&HTTPPRM:&				
#-source=J/AJ/159/60/table1				
#-order=I				
#-out=TIC				
#-out=Sec				
#-out=Outbst				
#-out=Flare				
#				
				
#RESOURCE=yCat_51590060				
#Name: J/AJ/159/60				
#Title: 8695 flares from 1228 stars in TESS sectors 1 & 2 (Gunther+, 2020)				
#Table	J_AJ_159_60_table1:			
350142099	1	11	3	
350142099	1	12	1	
350142099	1	13	1	
350142099	2	1	1	
350142099	2	2	1	
350142099	2	3	1	
350146388	1	3	1	
350146388	1	4	1	
350146388	2	1	1	
350146388	2	2	1	
350146388	2	3	1	
350146388	2	4	1	
350190639	1	2	1	
350190639	1	2	2	
350190639	1	3	1	
350190639	1	4	1	
350190639	1	4	2	
350190949	1	1	1	
350215424	1	1	1	
350215424	1	2	1	
350215424	1	3	1	
350215424	1	4	1	
350215424	1	5	1	
350215424	1	6	1	
350215424	1	7	1	
350223741	1	1	1	
350223741	1	2	1	
350223741	1	3	1	
350223741	1	4	1	
350223741	1	5	1	
350223741	1	7	1	
350223741	1	8	1	
350223741	1	9	1	
350223741	1	10	1	
350223741	1	11	1	
350223741	1	13	1	
350223741	1	13	2	
350298948	2	1	1	
350520348	1	1	1	
350520348	1	1	2	
350520348	1	2	1	
350520348	1	3	1	
350520348	1	3	2	
350520348	1	3	3	
350520348	1	4	1	
350520348	1	5	1	
350520348	1	5	2	
350520348	1	5	3	
350520348	1	6	1	
350520348	1	7	1	
350584820	1	1	1	
350584820	1	2	1	
350584820	1	2	2	
350620345	2	2	1	
350713883	1	1	1	
350713883	2	1	1	
350713883	2	3	1	
350824771	2	1	1	
350824771	2	2	1	
350824771	2	2	2	
350824771	2	3	1	
350824771	2	4	1	
350824771	2	4	2	
350840339	1	1	1	
354605348	2	1	1	
354606420	2	1	1	
354606420	2	1	2	
354606420	2	1	3	
354606420	2	2	1	
354606420	2	3	1	
354606420	2	4	1	
354606420	2	5	1	
354606420	2	9	1	
354606420	2	10	1	
354606420	2	13	1	
354606420	2	14	1	
354606420	2	18	1	
354606420	2	19	1	
354606420	2	20	1	
354606420	2	21	1	
354606420	2	22	1	
354606420	2	23	1	
355509155	2	1	1	
355509155	2	3	1	
355509155	2	4	1	
355509155	2	5	1	
355509155	2	6	1	
355509155	2	7	1	
355601331	1	1	1	
355601331	1	1	2	
355601331	2	1	1	
355601331	2	2	1	
355650859	2	1	1	
355650859	2	2	1	
355650859	2	2	2	
355650859	2	4	1	
355739089	1	1	1	
355739089	1	2	1	
355739089	1	4	1	
355739089	1	5	1	
355739089	2	1	1	
355739089	2	4	1	
355766445	1	1	1	
355766445	1	1	2	
355766445	1	2	1	
355766445	1	2	2	
355766445	1	3	1	
355766445	1	4	1	
355766445	1	5	1	
355766445	1	8	1	
355766445	1	9	1	
355766445	1	10	1	
355766445	1	11	1	
355766445	1	12	1	
355766445	1	13	1	
355766445	1	14	1	
355766445	1	15	1	
355766445	1	16	1	
355766445	1	17	1	
355766445	1	18	1	
355766445	2	1	1	
355766445	2	2	1	
355766445	2	3	1	
355766445	2	4	1	
355766445	2	5	1	
355766445	2	5	2	
355766445	2	6	1	
355766445	2	7	1	
355766445	2	8	1	
355766445	2	9	1	
355766445	2	10	1	
355766445	2	10	2	
355767053	1	2	1	
355767053	1	3	1	
355767053	1	3	2	
355767053	1	5	1	
355767053	1	6	1	
355767053	1	7	1	
355767053	1	8	1	
355767053	2	2	1	
355767053	2	2	2	
355767053	2	4	1	
355767053	2	5	1	
355767053	2	6	1	
355767053	2	7	1	
355767053	2	8	1	
355767053	2	10	1	
358071175	2	1	1	
358108300	1	2	1	
358108300	1	3	1	
358108300	1	4	1	
358108300	1	5	1	
358108300	1	6	1	
358108300	1	7	1	
358108509	1	1	1	
358108509	1	2	1	
358108509	1	2	2	
358108509	1	2	3	
358174980	1	1	1	
358174980	2	2	1	
358174980	2	3	1	
358176584	1	1	1	
358176584	1	2	1	
358176584	1	3	1	
358176584	1	3	2	
358176584	1	4	1	
358176584	1	6	1	
358176584	1	7	1	
358176584	1	8	1	
358176584	1	8	2	
358176584	1	9	1	
358176584	1	9	2	
358176584	1	10	1	
358176584	1	12	1	
358176584	2	1	1	
358176584	2	2	1	
358176584	2	3	1	
358176584	2	4	1	
358176584	2	4	2	
358176584	2	5	1	
358176584	2	6	1	
358176584	2	7	1	
358176584	2	7	2	
358176584	2	8	1	
358176584	2	9	1	
358176584	2	10	1	
358176584	2	11	1	
358176584	2	12	1	
358176584	2	12	2	
358176584	2	13	1	
358176584	2	13	2	
358176584	2	14	1	
358176584	2	15	1	
358176584	2	16	1	
358176584	2	17	1	
358176584	2	18	1	
358252947	2	1	1	
358252947	2	2	1	
358509438	1	1	1	
358577029	1	2	1	
358577029	1	2	2	
364302118	2	1	1	
364302118	2	3	1	
364327160	2	1	1	
364425576	2	1	1	
364588501	1	2	1	
364588501	1	3	1	
364588501	1	3	2	
364588501	1	4	1	
364588501	1	4	2	
364588501	1	5	1	
364588501	1	6	1	
364588501	1	7	1	
364588501	1	8	1	
364588501	1	9	1	
364588501	1	10	1	
364588501	1	11	1	
364588501	1	12	1	
364588501	1	12	2	
364588501	1	13	1	
364588501	1	14	1	
364588501	1	15	1	
364588501	1	16	1	
364588501	1	17	1	
364588501	1	18	1	
364588501	1	18	2	
364588501	1	19	1	
364588501	1	19	2	
364588501	1	20	1	
364588501	1	21	1	
364588501	1	22	1	
364588501	1	23	1	
364588501	1	24	1	
364588501	1	25	1	
364588501	1	26	1	
364588501	1	28	1	
364588501	2	1	1	
364588501	2	1	2	
364588501	2	2	1	
364588501	2	3	1	
364588501	2	4	1	
364588501	2	4	2	
364588501	2	6	1	
364588501	2	7	1	
364588501	2	9	1	
364588501	2	10	1	
364588501	2	13	1	
364588501	2	14	1	
364588501	2	16	1	
364588501	2	17	1	
364588501	2	18	1	
364588501	2	19	1	
364588501	2	20	1	
364588805	2	1	1	
364589441	1	1	1	
364589441	1	2	1	
364589441	1	3	1	
364589441	1	4	1	
364589441	1	5	1	
364589441	1	6	1	
364589441	2	1	1	
364589441	2	2	1	
364589441	2	4	1	
364589441	2	5	1	
364589441	2	6	1	
364589441	2	8	1	
364589441	2	9	1	
369361542	2	1	1	
369361542	2	2	1	
369361542	2	3	1	
369587204	2	1	1	
369603734	2	2	1	
369706249	1	1	1	
369706249	1	3	1	
369706249	1	4	1	
369706249	1	4	2	
369966331	1	1	1	
370038641	2	1	1	
370038641	2	1	2	
370136985	1	1	1	
370136985	1	2	1	
370282727	1	1	1	
370282727	1	1	2	
370282727	1	2	1	
370282727	1	3	1	
370282727	1	4	1	
370282727	1	5	1	
370282727	1	5	2	
370282727	1	6	1	
370282727	1	7	1	
370282727	1	8	1	
370282727	1	9	1	
370282727	1	10	1	
370325560	1	1	1	
370326489	1	2	1	
370326489	1	3	1	
373985178	2	1	1	
374912345	2	1	1	
374912345	2	1	2	
375034557	2	1	1	
375034557	2	1	2	
375034557	2	2	1	
375034557	2	3	1	
375034557	2	4	1	
375034557	2	5	1	
375035131	1	1	1	
375035131	1	2	1	
375035131	1	2	2	
375035131	1	4	1	
375035131	1	5	1	
375035131	1	6	1	
375035131	2	1	1	
375035131	2	2	1	
375035131	2	3	1	
375035131	2	3	2	
375058105	2	1	1	
375058105	2	3	1	
375058105	2	4	1	
375058105	2	5	1	
375058105	2	6	1	
375058105	2	10	1	
376931811	1	1	1	
376931811	1	2	1	
376931811	1	3	1	
376931811	1	3	2	
376931811	1	4	1	
376935746	2	1	1	
376935746	2	2	1	
376935746	2	3	1	
377017343	1	2	1	
377017343	1	2	2	
377017343	1	3	1	
377017343	1	4	1	
377017343	2	1	1	
377017343	2	1	2	
377017343	2	1	3	
381855507	1	1	1	
381857325	1	1	1	
381949148	2	1	1	
381977500	2	1	1	
381979279	2	1	1	
381979279	2	2	1	
381979279	2	2	2	
381979279	2	2	3	
382068748	2	1	1	
382157531	1	2	1	
382157531	1	3	1	
382160308	2	1	1	
382200946	1	1	1	
382200946	1	2	1	
382243958	1	1	1	
382243958	2	1	1	
382258517	1	1	1	
382258517	1	2	1	
382258517	1	2	2	
382258517	1	3	1	
382258517	1	4	1	
382258517	1	4	2	
382258517	1	5	1	
382258517	1	6	1	
382258517	1	6	2	
382258517	1	6	3	
382258517	1	6	4	
382258517	1	7	1	
382258517	1	7	2	
382258517	1	8	1	
382258517	1	8	2	
382258517	1	10	1	
382258517	1	11	1	
382258517	1	12	1	
382258517	1	12	2	
382258517	1	13	1	
382258517	1	13	2	
382258517	1	14	1	
382258517	1	16	1	
382258517	1	16	2	
382258517	1	17	1	
382258517	1	18	1	
382258517	1	19	1	
382258517	1	20	1	
382258517	1	20	2	
382258517	1	21	1	
382258517	1	21	2	
382258517	1	22	1	
382258517	1	23	1	
382258517	1	24	1	
382258517	1	25	1	
382383645	1	1	1	
382383645	1	2	1	
382383645	1	5	1	
382383645	1	6	1	
382383645	1	8	1	
382383684	1	1	1	
382423333	2	2	1	
382424280	2	1	1	
382472618	2	1	1	
382520453	2	1	1	
382575703	1	2	1	
382575703	1	4	1	
382575703	1	5	1	
382575967	1	1	1	
382575967	1	1	2	
382575967	1	1	3	
382575967	1	2	1	
382575967	1	3	1	
382575967	1	3	2	
382575967	1	3	3	
382575967	1	4	1	
382575967	1	5	1	
382575967	1	5	2	
382575967	1	6	1	
382575967	1	8	1	
382575967	1	8	2	
382575967	1	9	1	
382575967	1	10	1	
382575967	1	10	2	
382575967	1	10	3	
382575967	1	11	1	
382575967	1	11	2	
382575967	1	13	1	
382575967	1	13	2	
382624902	1	1	1	
382624902	1	2	1	
382624902	1	2	2	
382624902	1	4	1	
382624902	1	5	1	
382624902	1	6	1	
382624902	1	7	1	
382624902	2	1	1	
382624902	2	3	1	
382624902	2	4	1	
382624902	2	5	1	
382624902	2	6	1	
382624902	2	7	1	
382624902	2	8	1	
382624902	2	9	1	
382624902	2	10	1	
382624902	2	11	1	
382624902	2	12	1	
382624902	2	12	2	
382624902	2	13	1	
382624902	2	14	1	
382635553	1	1	1	
382635553	1	2	1	
382635553	1	3	1	
382635553	1	4	1	
382635553	1	5	1	
382635553	1	5	2	
382635553	1	5	3	
388130395	1	1	1	
388131944	2	1	1	
388182591	1	1	1	
388182591	1	1	2	
388182591	2	1	1	
388182591	2	2	1	
388182591	2	3	1	
388182591	2	4	1	
388182591	2	4	2	
388204750	1	1	1	
388204750	1	1	2	
388204750	1	2	1	
389051009	1	1	1	
389051009	1	1	2	
389051009	1	2	1	
389349440	1	1	1	
389426731	1	1	1	
389426731	1	2	1	
389426731	1	2	2	
389426731	1	3	1	
389426731	1	5	1	
389426731	1	6	1	
389426731	1	7	1	
389426731	1	8	1	
389426731	1	9	1	
389426731	1	10	1	
389522775	1	1	1	
389522775	1	2	1	
389522775	1	2	2	
389568266	1	1	1	
389568266	1	3	1	
389568266	1	4	1	
389660501	1	2	1	
389660501	1	3	1	
389660501	1	4	1	
389660501	1	6	1	
389660501	1	7	1	
389660501	1	8	1	
389660501	1	9	1	
389660501	1	10	1	
389660501	1	11	1	
389660501	1	11	2	
389660501	1	12	1	
389660501	1	13	1	
389660501	1	13	2	
389660501	1	13	3	
389727431	2	1	1	
389727431	2	2	1	
389727431	2	2	2	
389727431	2	3	1	
389727431	2	4	1	
389727431	2	5	1	
389727431	2	5	2	
389727431	2	6	1	
389727431	2	6	2	
389727431	2	9	1	
391745863	1	1	1	
391745863	1	2	1	
391745863	1	3	1	
391745863	1	4	1	
391902278	1	1	1	
391902278	1	2	1	
392756613	1	2	1	
392756613	1	3	1	
392756613	1	3	2	
392756613	1	4	1	
392756613	1	5	1	
392756613	1	6	1	
392756613	1	7	1	
392756613	1	8	1	
392756613	1	9	1	
392756613	1	10	1	
392756613	1	11	1	
392756613	1	12	1	
392756613	1	13	1	
392756613	1	14	1	
392756613	1	16	1	
392756613	1	17	1	
392756613	1	18	1	
392756613	1	18	2	
392756613	1	19	1	
392756613	1	19	2	
392756613	1	20	1	
392756613	1	20	2	
392756613	1	21	1	
392756613	1	22	1	
392756613	1	22	2	
392756613	1	23	1	
392756613	1	24	1	
393490554	2	1	1	
393490554	2	2	1	
393490554	2	5	1	
393490554	2	6	1	
393490554	2	7	1	
393490554	2	8	1	
393891178	1	1	1	
393891178	1	2	1	
393891178	1	3	1	
393891178	1	4	1	
393891178	1	5	1	
393891178	1	5	2	
393891178	1	7	1	
393891178	1	8	1	
393891178	1	10	1	
393891178	1	11	1	
393891178	1	12	1	
393891178	1	13	1	
393891178	1	14	1	
394136141	1	3	1	
394136141	1	4	1	
394136141	1	5	1	
394136141	1	6	1	
394136141	1	6	2	
394136141	1	7	1	
394136141	1	8	1	
394136141	1	9	1	
394136141	1	10	1	
394136141	1	11	1	
394136141	1	12	1	
394136141	1	13	1	
394136141	1	15	1	
394136141	1	16	1	
394136141	1	17	1	
394136141	1	17	2	
394136313	1	1	1	
394137224	1	2	1	
394137224	1	2	2	
394137224	1	3	1	
394137224	1	3	2	
394137224	1	4	1	
394137224	1	5	1	
394137224	1	6	1	
394137224	1	6	2	
394137224	1	7	1	
394137224	1	8	1	
394137224	1	9	1	
394137224	1	9	2	
394137224	1	10	1	
394137224	1	10	2	
394137224	1	11	1	
394137224	1	12	1	
394137224	1	13	1	
394137224	1	14	1	
394137224	1	14	2	
394137224	1	15	1	
394137224	1	16	1	
394137224	1	17	1	
394137224	1	18	1	
394137224	1	18	2	
394137792	1	2	1	
394137792	1	3	1	
394137792	1	4	1	
394137792	1	5	1	
394137792	1	6	1	
394137792	1	7	1	
394210384	1	1	1	
394210384	1	2	1	
394210384	1	2	2	
394210384	1	2	3	
394210384	1	3	1	
394210384	1	4	1	
394210384	1	5	1	
394210384	1	6	1	
394210384	1	6	2	
394210384	1	7	1	
394210384	1	8	1	
394210384	1	8	2	
394210384	1	8	3	
394210384	1	10	1	
394210384	1	11	1	
394210384	1	11	2	
394210384	1	12	1	
394210384	1	13	1	
394210384	1	13	2	
394210384	1	14	1	
394230613	2	1	1	
394230953	1	1	1	
394230953	1	1	2	
394230953	1	2	1	
394230953	2	1	1	
394230953	2	2	1	
394230953	2	3	1	
394230953	2	4	1	
394230953	2	4	2	
394230953	2	5	1	
394230953	2	6	1	
394230953	2	7	1	
394230953	2	8	1	
394230953	2	9	1	
394244919	1	1	1	
394244919	1	2	1	
394244919	1	3	1	
394244919	1	3	2	
394244919	1	4	1	
394244919	1	4	2	
394275759	1	1	1	
394275759	1	2	1	
394275759	1	3	1	
394275759	1	3	2	
394275759	1	4	1	
394275759	1	5	1	
394275759	1	6	1	
394275759	1	7	1	
394356010	1	2	1	
394356010	1	3	1	
394356010	1	4	1	
394356010	1	4	2	
394356010	1	5	1	
394356010	1	6	1	
394356010	1	7	1	
394356010	1	7	2	
394356010	1	8	1	
394580636	1	2	1	
394580636	1	3	1	
394580636	1	3	2	
394580636	1	3	3	
394632679	1	1	1	
394632679	1	1	2	
394632679	1	2	1	
394632679	1	2	2	
394632679	1	4	1	
394632679	1	5	1	
394632679	1	6	1	
394632679	1	7	1	
394632679	1	8	1	
394632679	1	9	1	
394632679	1	9	2	
394632679	1	10	1	
394632679	1	11	1	
394632679	1	11	2	
394680557	1	1	1	
396697136	2	1	1	
396697136	2	2	1	
396697136	2	3	1	
396697136	2	4	1	
396722785	2	1	1	
396722785	2	1	2	
396722785	2	2	1	
396722785	2	3	1	
396722785	2	4	1	
399570848	2	1	1	
399570848	2	2	1	
399570848	2	3	1	
401838575	2	1	1	
401838575	2	2	1	
401838575	2	2	2	
401838575	2	2	3	
401838575	2	3	1	
401838575	2	4	1	
401838575	2	4	2	
401838575	2	4	3	
401840741	2	1	1	
401840741	2	2	1	
401840741	2	2	2	
401840741	2	3	1	
401840741	2	4	1	
401840741	2	5	1	
401840741	2	5	2	
401840741	2	6	1	
401840741	2	6	2	
401840741	2	7	1	
401840741	2	7	2	
401840741	2	8	1	
401840741	2	8	2	
401840741	2	9	1	
401840741	2	10	1	
401840741	2	11	1	
401840741	2	11	2	
401840741	2	12	1	
402294760	2	1	1	
402313695	2	1	1	
402313695	2	1	2	
402313808	2	1	1	
402313808	2	2	1	
402313808	2	3	1	
402313808	2	4	1	
402317932	2	1	1	
402317982	2	1	1	
402319281	2	1	1	
402319281	2	2	1	
402319281	2	3	1	
402319281	2	3	2	
402319281	2	4	1	
402319281	2	5	1	
402339590	2	1	1	
402341182	2	1	1	
402341182	2	1	2	
403121294	1	1	1	
403121294	1	2	1	
403121294	1	3	1	
403121294	1	3	2	
403121294	1	4	1	
403121294	1	4	2	
403121294	1	5	1	
403121294	1	5	2	
403121294	1	5	3	
403121294	1	6	1	
403121294	1	7	1	
403121294	1	8	1	
403121294	1	9	1	
403121294	1	10	1	
403121294	1	11	1	
403121771	1	1	1	
403138334	1	1	1	
403138334	1	2	1	
403138334	1	3	1	
403138334	1	4	1	
403138334	1	5	1	
403138334	1	6	1	
403191366	1	1	1	
403236288	1	1	1	
403236288	1	1	2	
403236288	1	2	1	
403236288	1	3	1	
403237836	1	1	1	
403237836	1	1	2	
403237836	1	2	1	
403237836	1	2	2	
403237836	1	2	3	
403237836	1	3	1	
403237836	1	4	1	
403237836	1	6	1	
403237836	1	7	1	
403237836	1	8	1	
403237836	1	9	1	
403237836	1	10	1	
403237836	1	10	2	
403237836	1	11	1	
403237836	1	12	1	
403237836	1	13	1	
403237836	1	13	2	
403237836	1	14	1	
403237836	1	14	2	
403237836	1	15	1	
403266307	1	2	1	
403266307	1	3	1	
404768019	1	1	1	
404768019	1	2	1	
404768019	1	2	2	
404768019	1	3	1	
404768019	2	1	1	
404768019	2	2	1	
404768019	2	3	1	
404768019	2	4	1	
404768019	2	5	1	
406276109	1	1	1	
406277015	1	1	1	
406277015	1	2	1	
406277015	1	3	1	
406277015	1	4	1	
406277015	1	5	1	
406277015	1	6	1	
406277015	1	7	1	
406277015	1	7	2	
406277015	1	7	3	
406277015	1	8	1	
406277015	1	9	1	
406277015	1	10	1	
406277015	1	11	1	
406344319	1	2	1	
406344319	1	2	2	
406344319	1	3	1	
406403791	2	1	1	
406403791	2	1	2	
406403791	2	2	1	
406403791	2	2	2	
406403791	2	3	1	
406403791	2	3	2	
406403791	2	4	1	
406403791	2	5	1	
406403791	2	6	1	
406403791	2	6	2	
406403791	2	7	1	
406403791	2	8	1	
406403791	2	8	2	
406403791	2	9	1	
406403791	2	11	1	
407624075	2	1	1	
409141581	1	1	1	
409141581	1	2	1	
409141581	1	2	2	
409141581	1	3	1	
409141581	1	4	1	
409141581	1	5	1	
409141581	1	6	1	
409141581	1	7	1	
409141581	1	8	1	
409141581	1	9	1	
409141581	1	10	1	
409141581	1	10	2	
409141581	1	11	1	
409141581	1	12	1	
409141581	1	13	1	
409141581	1	13	2	
410153553	1	1	1	
410213494	1	1	1	
410213494	1	2	1	
410214984	1	1	1	
410214984	1	1	2	
410214984	1	2	1	
410214984	1	3	1	
410214984	1	4	1	
410214984	1	5	1	
410214984	1	6	1	
410214984	1	7	1	
410214986	1	1	1	
410214986	1	1	2	
410214986	1	2	1	
410214986	1	3	1	
410214986	1	4	1	
410214986	1	5	1	
410214986	1	5	2	
410214986	1	6	1	
410214986	1	7	1	
410421717	1	2	1	
410421717	1	3	1	
410421717	1	3	2	
410421717	1	4	1	
410421717	1	7	1	
410421717	1	8	1	
410421717	1	8	2	
410421717	1	8	3	
410421717	1	9	1	
410421717	1	10	1	
410421717	1	11	1	
410421717	1	11	2	
410421717	1	12	1	
410421717	1	13	1	
410421717	1	13	2	
410421717	1	13	3	
410441676	1	1	1	
410441676	1	1	2	
410441676	1	2	1	
410486022	1	1	1	
419010038	2	1	1	
419010038	2	2	1	
419010038	2	3	1	
419010038	2	3	2	
419010038	2	4	1	
419010038	2	5	1	
419667825	1	2	1	
421919895	1	1	1	
421951793	1	1	1	
421951793	1	2	1	
421951793	1	3	1	
421951793	1	3	2	
421951793	1	4	1	
421951793	1	5	1	
425933644	1	2	1	
425933644	1	3	1	
425933644	1	4	1	
425933644	1	5	1	
425933644	1	6	1	
425933644	1	7	1	
425933644	1	7	2	
425933644	1	7	3	
425933644	1	8	1	
425933644	1	9	1	
425933644	1	10	1	
425933644	1	11	1	
425933644	1	11	2	
425933644	1	12	1	
425933644	1	12	2	
425933644	2	1	1	
425933644	2	2	1	
425933644	2	2	2	
425933644	2	3	1	
425933644	2	4	1	
425933644	2	5	1	
425933644	2	6	1	
425933644	2	7	1	
425933644	2	8	1	
425933644	2	8	2	
425933644	2	9	1	
425933644	2	9	2	
425933644	2	9	3	
425933644	2	10	1	
425933644	2	10	2	
425933644	2	11	1	
425933644	2	12	1	
425934574	1	1	1	
425934574	2	1	1	
425934574	2	2	1	
425934574	2	3	1	
425934574	2	5	1	
425934574	2	6	1	
425937691	1	1	1	
425937691	1	2	1	
425937691	1	2	2	
425937691	1	3	1	
425937691	2	1	1	
425937691	2	2	1	
425937691	2	3	1	
425937691	2	4	1	
425937691	2	4	2	
425937691	2	5	1	
425937691	2	6	1	
425937691	2	7	1	
425938795	1	1	1	
425938795	1	2	1	
425938795	1	3	1	
425938795	1	4	1	
425938795	1	5	1	
425938795	1	6	1	
425938795	1	6	2	
425938795	1	7	1	
425938795	1	8	1	
425938795	1	8	2	
425938795	1	9	1	
425938795	1	9	2	
425938795	1	9	3	
425938795	1	10	1	
425938795	1	11	1	
425938795	1	12	1	
425938795	1	13	1	
425938795	1	13	2	
425938795	1	14	1	
425938795	1	15	1	
425938795	2	1	1	
425938795	2	3	1	
425938795	2	4	1	
425938795	2	5	1	
425938795	2	6	1	
425938795	2	7	1	
425938795	2	8	1	
425938795	2	9	1	
425938795	2	10	1	
425938795	2	11	1	
425938795	2	12	1	
425938795	2	13	1	
425938795	2	14	1	
425938795	2	15	1	
425938795	2	16	1	
425938795	2	16	2	
425938795	2	16	3	
425938795	2	17	1	
425938795	2	18	1	
425938795	2	19	1	
425938795	2	20	1	
425938795	2	20	2	
425938795	2	21	1	
425938795	2	22	1	
425940082	1	1	1	
425940082	1	1	2	
425940082	1	1	3	
425940082	1	2	1	
425940082	1	2	2	
425940082	2	1	1	
425940082	2	2	1	
425940082	2	3	1	
425940082	2	4	1	
425940082	2	5	1	
425940082	2	6	1	
425976940	1	1	1	
425976940	1	1	2	
425976940	1	2	1	
425976940	1	2	2	
425976940	1	3	1	
425976940	1	4	1	
425976940	1	6	1	
425976940	1	7	1	
425976940	2	1	1	
425976940	2	2	1	
425976940	2	3	1	
425976940	2	5	1	
425976940	2	5	2	
425976940	2	7	1	
425976940	2	8	1	
425976940	2	8	2	
426011964	1	2	1	
426011964	1	4	1	
426011964	1	5	1	
426011964	1	5	2	
426011964	1	8	1	
426011964	1	9	1	
426011964	1	9	2	
426011964	1	10	1	
426011964	1	11	1	
426011964	1	11	2	
426018060	1	1	1	
426018060	2	1	1	
426018060	2	1	2	
426018060	2	3	1	
426018060	2	4	1	
431383040	1	1	1	
431383040	1	3	1	
431383040	1	3	2	
431383040	1	4	1	
431383040	1	4	2	
431383040	1	6	1	
431383040	1	6	2	
431383040	1	7	1	
431383040	1	8	1	
431383040	1	10	1	
431479577	1	1	1	
434096244	2	1	1	
434096244	2	2	1	
434096244	2	2	2	
434096244	2	2	3	
434096244	2	3	1	
434096244	2	4	1	
434096244	2	5	1	
434096244	2	5	2	
434096244	2	6	1	
434096244	2	7	1	
434096244	2	9	1	
434096244	2	9	2	
434096244	2	9	3	
434096244	2	10	1	
434096244	2	11	1	
434096244	2	12	1	
434097152	2	1	1	
434097152	2	2	1	
434097152	2	2	2	
434097152	2	4	1	
434097152	2	5	1	
434097152	2	5	2	
434097152	2	8	1	
434101013	2	1	1	
434101013	2	2	1	
434101013	2	3	1	
434101013	2	3	2	
434101013	2	4	1	
434101013	2	5	1	
434101013	2	6	1	
434101713	2	1	1	
434101713	2	1	2	
434101713	2	2	1	
434101713	2	3	1	
434101713	2	4	1	
434101713	2	5	1	
434101713	2	5	2	
434101713	2	6	1	
434101713	2	7	1	
434101713	2	7	2	
434101713	2	8	1	
434101713	2	9	1	
434101713	2	9	2	
434101713	2	10	1	
434101713	2	10	2	
434101713	2	11	1	
434101713	2	12	1	
434101713	2	12	2	
434101713	2	13	1	
434101713	2	14	1	
434101713	2	15	1	
434101713	2	15	2	
434101713	2	16	1	
434101713	2	16	2	
434101713	2	17	1	
434101713	2	18	1	
434101713	2	18	2	
434101713	2	19	1	
434101713	2	20	1	
434103039	2	1	1	
434103039	2	2	1	
434103039	2	3	1	
434105094	2	1	1	
434105094	2	1	2	
434106919	2	2	1	
434106919	2	3	1	
434109088	2	1	1	
434109160	2	1	1	
439399707	2	1	1	
439399707	2	2	1	
439399707	2	2	2	
441024908	1	2	1	
441024908	1	3	1	
441051650	2	1	1	
441051650	2	2	1	
441051650	2	3	1	
441051650	2	4	1	
441051650	2	4	2	
441051650	2	5	1	
441051650	2	6	1	
441051650	2	7	1	
441051650	2	8	1	
441051650	2	10	1	
441051650	2	12	1	
441051650	2	14	1	
441051650	2	14	2	
441051650	2	14	3	
441051650	2	15	1	
441051650	2	17	1	
441051650	2	18	1	
441051650	2	19	1	
441054134	2	1	1	
441054134	2	1	2	
441054736	2	1	1	
441054736	2	3	1	
441054736	2	4	1	
441054736	2	5	1	
441054736	2	6	1	
441054736	2	9	1	
441054736	2	10	1	
441054736	2	11	1	
441056236	2	1	1	
441056236	2	2	1	
441056236	2	2	2	
441056236	2	4	1	
441056236	2	5	1	
441056236	2	6	1	
441056236	2	6	2	
441056236	2	7	1	
441056236	2	8	1	
441056236	2	9	1	
441056236	2	11	1	
441056236	2	12	1	
441056236	2	13	1	
441056236	2	14	1	
441056236	2	14	2	
441056236	2	15	1	
441056236	2	16	1	
441056236	2	17	1	
441082917	1	1	1	
441082917	1	3	1	
441082917	1	4	1	
441082917	1	5	1	
441110177	1	1	1	
441125193	1	1	1	
441125193	1	2	1	
441398770	1	1	1	
441398770	1	1	2	
441398770	1	1	3	
441398770	1	2	1	
441398770	1	3	1	
441398770	1	4	1	
441398770	1	4	2	
441398770	1	5	1	
441398770	1	5	2	
441398770	1	6	1	
441398770	1	6	2	
441398770	1	7	1	
441398770	1	7	2	
441398770	1	7	3	
441398770	1	8	1	
441398770	1	9	1	
441398770	1	9	2	
441398770	1	10	1	
441398770	1	11	1	
441398770	1	11	2	
441398770	1	12	1	
441398770	1	12	2	
441398770	1	13	1	
441398770	1	13	2	
441398770	1	13	3	
441398770	1	14	1	
441398770	1	14	2	
441398770	1	14	3	
441398770	1	15	1	
441398770	1	15	2	
441398770	1	16	1	
441398770	1	17	1	
441398770	1	17	2	
441398770	1	18	1	
441398770	1	18	2	
441398770	1	18	3	
441398770	1	19	1	
441398770	1	19	2	
441398770	1	20	1	
441398770	1	20	2	
441398770	1	20	3	
441398770	1	21	1	
441398770	1	21	2	
441398770	1	22	1	
441398770	1	22	2	
441398770	1	23	1	
441398770	1	24	1	
441398770	1	25	1	
441398770	1	25	2	
441398770	1	26	1	
441398770	1	27	1	
441398770	1	28	1	
441398770	1	28	2	
441398770	1	29	1	
441398770	1	29	2	
441398770	1	30	1	
441398770	1	30	2	
441398770	1	31	1	
441398770	1	31	2	
441398770	1	32	1	
441398770	1	32	2	
